Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Year,Month,Day,Hour,Minute
2,1,2,0,0,0,46,Not Fraud,2023,3,26,22,51
5,1,0,340,340,0,82,Not Fraud,2023,4,14,14,16
6,0,1,130,130,0,67,Not Fraud,2023,4,29,5,41
4,1,1,120,120,0,94,Not Fraud,2023,5,18,21,6
3,0,0,150,100,0,52,Fraud,2023,6,3,12,32
0,1,0,340,340,0,88,Not Fraud,2023,6,22,3,57
1,0,2,100,100,0,63,Not Fraud,2023,7,7,19,22
2,1,2,0,0,0,91,Not Fraud,2023,7,26,10,47
5,0,0,340,100,0,55,Fraud,2023,8,10,2,12
6,1,1,130,130,0,81,Not Fraud,2023,8,29,17,37
4,0,1,120,100,0,57,Fraud,2023,9,13,9,3
3,1,0,150,150,0,84,Not Fraud,2023,10,2,0,28
0,0,0,340,340,0,66,Not Fraud,2023,10,17,15,53
1,1,2,100,100,0,91,Not Fraud,2023,11,5,7,18
2,1,2,0,0,0,49,Not Fraud,2023,11,20,22,43
5,1,0,340,150,0,77,Fraud,2023,12,10,14,8
6,0,1,130,130,0,59,Not Fraud,2023,12,25,5,34
4,1,1,120,120,0,88,Not Fraud,2023,1,1,20,59
3,0,0,150,150,0,68,Not Fraud,2023,1,19,12,24
0,1,0,340,340,0,93,Not Fraud,2023,2,3,3,49
1,0,2,100,100,0,72,Not Fraud,2023,2,22,19,14
2,1,2,0,0,0,90,Not Fraud,2023,3,10,10,39
5,0,0,340,340,0,53,Not Fraud,2023,3,25,2,5
6,1,1,130,130,0,80,Not Fraud,2023,4,12,17,30
4,0,1,120,100,0,67,Fraud,2023,4,27,8,55
3,1,0,150,150,0,96,Not Fraud,2023,5,16,0,20
0,0,0,340,90,0,45,Fraud,2023,5,31,15,45
1,1,2,100,100,0,79,Not Fraud,2023,6,19,7,10
2,1,2,0,0,0,62,Not Fraud,2023,7,4,22,36
5,1,0,340,340,0,86,Not Fraud,2023,7,24,14,1
6,0,1,130,130,0,50,Not Fraud,2023,8,8,5,26
4,1,1,120,120,0,75,Not Fraud,2023,8,27,20,51
3,0,0,150,150,0,70,Not Fraud,2023,9,11,12,16
0,1,0,340,340,0,93,Not Fraud,2023,9,30,3,41
1,0,2,100,100,0,58,Not Fraud,2023,10,15,19,7
2,1,2,0,0,0,84,Not Fraud,2023,11,3,10,32
5,0,0,340,150,0,69,Fraud,2023,11,18,1,57
6,1,1,130,100,0,97,Fraud,2023,12,7,17,22
4,0,1,120,120,0,47,Not Fraud,2023,12,22,8,47
3,1,0,150,150,0,82,Not Fraud,2023,1,8,0,12
0,0,0,340,340,0,61,Not Fraud,2023,1,25,15,38
1,1,2,100,100,0,89,Not Fraud,2023,2,9,7,3
2,1,2,0,0,0,54,Not Fraud,2023,2,28,22,28
5,1,0,340,340,0,78,Not Fraud,2023,3,16,13,53
6,0,1,130,130,0,65,Not Fraud,2023,3,31,5,18
4,1,1,120,120,0,92,Not Fraud,2023,4,19,20,43
3,0,0,150,150,0,51,Not Fraud,2023,5,5,12,9
0,1,0,340,100,0,76,Fraud,2023,5,24,3,34
1,0,2,100,100,0,60,Not Fraud,2023,6,8,18,59
2,1,2,0,0,0,85,Not Fraud,2023,6,27,10,24
5,0,0,340,340,0,67,Not Fraud,2023,7,12,1,49
6,1,1,130,130,0,94,Not Fraud,2023,7,31,17,14
4,0,1,120,120,0,46,Not Fraud,2023,8,15,8,40
3,1,0,150,150,0,81,Not Fraud,2023,9,3,0,5
0,0,0,340,150,0,63,Fraud,2023,9,18,15,30
1,1,2,100,100,0,87,Not Fraud,2023,10,7,6,55
2,1,2,0,0,0,52,Not Fraud,2023,10,22,22,20
5,1,0,340,340,0,74,Not Fraud,2023,11,10,13,45
6,0,1,130,130,0,58,Not Fraud,2023,11,25,5,11
4,1,1,120,120,0,83,Not Fraud,2023,12,14,20,36
3,0,0,150,120,0,71,Fraud,2023,12,30,12,1
0,1,0,340,340,0,98,Not Fraud,2023,1,6,3,26
1,0,2,100,100,0,48,Not Fraud,2023,1,23,18,51
2,1,2,0,0,0,85,Not Fraud,2023,2,8,10,16
5,0,0,340,340,0,66,Not Fraud,2023,2,27,1,42
6,1,1,130,130,0,93,Not Fraud,2023,3,16,17,7
4,0,1,120,60,0,54,Fraud,2023,3,31,8,32
3,1,0,150,150,0,80,Not Fraud,2023,4,19,0,57
0,0,0,340,340,0,62,Not Fraud,2023,5,4,16,22
1,1,2,100,100,0,89,Not Fraud,2023,5,23,7,47
2,1,2,0,0,0,45,Not Fraud,2023,6,7,23,13
5,1,0,340,340,0,77,Not Fraud,2023,6,27,14,38
6,0,1,130,130,0,70,Not Fraud,2023,7,12,6,3
4,1,1,120,120,0,92,Not Fraud,2023,7,31,21,28
3,0,0,150,90,0,49,Fraud,2023,8,15,12,53
0,1,0,340,340,0,78,Not Fraud,2023,9,3,4,18
1,0,2,100,100,0,67,Not Fraud,2023,9,18,19,44
2,1,2,0,0,0,95,Not Fraud,2023,10,7,11,9
5,0,0,340,150,0,56,Fraud,2023,10,22,2,34
6,1,1,130,130,0,83,Not Fraud,2023,11,10,18,0
4,0,1,120,90,0,68,Fraud,2023,11,26,9,25
3,1,0,150,150,0,96,Not Fraud,2023,12,15,0,50
0,0,0,340,340,0,47,Not Fraud,2023,12,30,16,16
1,1,2,100,80,0,82,Fraud,2023,1,6,7,41
2,1,2,0,0,0,59,Not Fraud,2023,1,23,23,6
5,1,0,340,340,0,87,Not Fraud,2023,2,8,14,31
6,0,1,130,130,0,50,Not Fraud,2023,2,27,5,56
4,1,1,120,120,0,76,Not Fraud,2023,3,16,21,21
3,0,0,150,150,0,65,Not Fraud,2023,3,31,12,47
0,1,0,340,340,0,90,Not Fraud,2023,4,19,4,12
1,0,2,100,100,0,53,Not Fraud,2023,5,4,19,37
2,1,2,0,0,0,79,Not Fraud,2023,5,24,11,2
5,0,0,340,340,0,73,Not Fraud,2023,6,8,2,27
6,1,1,130,130,0,97,Not Fraud,2023,6,27,17,52
4,0,1,120,120,0,44,Not Fraud,2023,7,12,9,18
3,1,0,150,150,0,81,Not Fraud,2023,7,31,0,43
0,0,0,340,100,0,64,Fraud,2023,8,15,16,8
1,1,2,100,100,0,93,Not Fraud,2023,9,3,7,33
2,1,2,0,0,0,57,Not Fraud,2023,9,18,22,58
5,1,0,340,340,0,86,Not Fraud,2023,10,8,14,23
6,0,1,130,130,0,71,Not Fraud,2023,10,23,5,49
4,1,1,120,120,0,99,Not Fraud,2023,11,11,21,14
3,0,0,150,150,0,46,Not Fraud,2023,11,27,12,39
0,1,0,340,340,0,82,Not Fraud,2023,12,16,4,4
1,0,2,100,100,0,67,Not Fraud,2023,12,31,19,29
2,1,2,0,0,0,94,Not Fraud,2023,1,7,10,54
5,0,0,340,340,0,52,Not Fraud,2023,1,24,2,20
6,1,1,130,130,0,88,Not Fraud,2023,2,8,17,45
4,0,1,120,90,0,63,Fraud,2023,2,27,9,10
3,1,0,150,150,0,91,Not Fraud,2023,3,14,0,35
0,0,0,340,340,0,55,Not Fraud,2023,3,29,16,0
1,1,2,100,100,0,81,Not Fraud,2023,4,17,7,25
2,1,2,0,0,0,58,Not Fraud,2023,5,2,22,51
5,1,0,340,150,0,83,Fraud,2023,5,22,14,16
6,0,1,130,130,0,66,Not Fraud,2023,6,6,5,41
4,1,1,120,120,0,91,Not Fraud,2023,6,25,21,6
3,0,0,150,130,0,49,Fraud,2023,7,11,12,31
0,1,0,340,340,0,77,Not Fraud,2023,7,30,3,56
1,0,2,100,100,0,59,Not Fraud,2023,8,14,19,22
2,1,2,0,0,0,88,Not Fraud,2023,9,2,10,47
5,0,0,340,340,0,68,Not Fraud,2023,9,17,2,12
6,1,1,130,100,0,93,Fraud,2023,10,6,17,37
4,0,1,120,120,0,72,Not Fraud,2023,10,21,9,2
3,1,0,150,150,0,90,Not Fraud,2023,11,9,0,27
0,0,0,340,340,0,53,Not Fraud,2023,11,24,15,53
1,1,2,100,100,0,80,Not Fraud,2023,12,13,7,18
2,1,2,0,0,0,67,Not Fraud,2023,12,28,22,43
5,1,0,340,100,0,96,Fraud,2023,1,14,14,8
6,0,1,130,130,0,45,Not Fraud,2023,1,29,5,33
4,1,1,120,120,0,79,Not Fraud,2023,2,17,21,58
3,0,0,150,150,0,62,Not Fraud,2023,3,5,13,24
0,1,0,340,340,0,86,Not Fraud,2023,3,20,4,49
1,0,2,100,100,0,50,Not Fraud,2023,4,8,20,14
2,1,2,0,0,0,75,Not Fraud,2023,4,24,11,39
5,0,0,340,340,0,70,Not Fraud,2023,5,13,3,4
6,1,1,130,130,0,93,Not Fraud,2023,5,28,18,29
4,0,1,120,100,0,58,Fraud,2023,6,16,9,55
3,1,0,150,150,0,84,Not Fraud,2023,7,1,1,20
0,0,0,340,120,0,69,Fraud,2023,7,20,16,45
1,1,2,100,100,0,97,Not Fraud,2023,8,4,8,10
2,1,2,0,0,0,47,Not Fraud,2023,8,23,23,35
5,1,0,340,340,0,82,Not Fraud,2023,9,8,15,0
6,0,1,130,90,0,61,Fraud,2023,9,27,6,26
4,1,1,120,120,0,89,Not Fraud,2023,10,12,21,51
3,0,0,150,150,0,54,Not Fraud,2023,10,31,13,16
0,1,0,340,340,0,78,Not Fraud,2023,11,15,4,41
1,0,2,100,100,0,65,Not Fraud,2023,12,4,20,6
2,1,2,0,0,0,92,Not Fraud,2023,12,20,11,31
5,0,0,340,120,0,51,Fraud,2023,1,7,2,57
6,1,1,130,130,0,76,Not Fraud,2023,1,24,18,22
4,0,1,120,120,0,60,Not Fraud,2023,2,8,9,47
3,1,0,150,150,0,85,Not Fraud,2023,2,27,1,12
0,0,0,340,340,0,67,Not Fraud,2023,3,14,16,37
1,1,2,100,100,0,94,Not Fraud,2023,3,29,8,2
2,1,2,0,0,0,46,Not Fraud,2023,4,17,23,28
5,1,0,340,340,0,81,Not Fraud,2023,5,3,14,53
6,0,1,130,130,0,63,Not Fraud,2023,5,22,6,18
4,1,1,120,120,0,87,Not Fraud,2023,6,6,21,43
3,0,0,150,130,0,52,Fraud,2023,6,26,13,8
0,1,0,340,90,0,74,Fraud,2023,7,11,4,33
1,0,2,100,100,0,58,Not Fraud,2023,7,30,20,59
2,1,2,0,0,0,83,Not Fraud,2023,8,15,12,24
5,0,0,340,340,0,71,Not Fraud,2023,9,3,3,49
6,1,1,130,130,0,98,Not Fraud,2023,9,18,19,14
4,0,1,120,120,0,48,Not Fraud,2023,10,7,10,39
3,1,0,150,150,0,85,Not Fraud,2023,10,22,2,4
0,0,0,340,340,0,66,Not Fraud,2023,11,10,17,30
1,1,2,100,100,0,93,Not Fraud,2023,11,25,8,55
2,1,2,0,0,0,54,Not Fraud,2023,12,14,0,20
5,1,0,340,340,0,80,Not Fraud,2023,12,29,15,45
6,0,1,130,130,0,62,Not Fraud,2023,1,5,7,10
4,1,1,120,120,0,89,Not Fraud,2023,1,22,22,35
3,0,0,150,150,0,45,Not Fraud,2023,2,10,14,1
0,1,0,340,340,0,77,Not Fraud,2023,2,25,5,26
1,0,2,100,80,0,70,Fraud,2023,3,15,20,51
2,1,2,0,0,0,92,Not Fraud,2023,3,31,12,16
5,0,0,340,340,0,49,Not Fraud,2023,4,19,3,41
6,1,1,130,130,0,78,Not Fraud,2023,5,4,19,6
4,0,1,120,120,0,67,Not Fraud,2023,5,24,10,32
3,1,0,150,150,0,95,Not Fraud,2023,6,8,1,57
0,0,0,340,340,0,56,Not Fraud,2023,6,27,17,22
1,1,2,100,100,0,83,Not Fraud,2023,7,12,8,47
2,1,2,0,0,0,68,Not Fraud,2023,7,31,0,12
5,1,0,340,150,0,96,Fraud,2023,8,15,15,37
6,0,1,130,130,0,47,Not Fraud,2023,9,3,7,3
4,1,1,120,100,0,82,Fraud,2023,9,18,22,28
3,0,0,150,150,0,59,Not Fraud,2023,10,8,13,53
0,1,0,340,340,0,87,Not Fraud,2023,10,23,5,18
1,0,2,100,100,0,50,Not Fraud,2023,11,11,20,43
2,1,2,0,0,0,76,Not Fraud,2023,11,27,12,8
5,0,0,340,340,0,65,Not Fraud,2023,12,16,3,34
6,1,1,130,130,0,90,Not Fraud,2023,12,31,19,59
4,0,1,120,120,0,53,Not Fraud,2023,1,7,11,24
3,1,0,150,150,0,79,Not Fraud,2023,1,24,2,49
0,0,0,340,340,0,73,Not Fraud,2023,2,8,18,14
1,1,2,100,100,0,97,Not Fraud,2023,2,27,9,39
2,1,2,0,0,0,44,Not Fraud,2023,3,14,1,5
5,1,0,340,100,0,81,Fraud,2023,3,29,16,30
6,0,1,130,130,0,64,Not Fraud,2023,4,17,7,55
4,1,1,120,120,0,93,Not Fraud,2023,5,2,23,20
3,0,0,150,150,0,57,Not Fraud,2023,5,22,14,45
0,1,0,340,340,0,86,Not Fraud,2023,6,6,6,10
1,0,2,100,80,0,71,Fraud,2023,6,25,21,36
2,1,2,0,0,0,99,Not Fraud,2023,7,11,13,1
5,0,0,340,340,0,46,Not Fraud,2023,7,30,4,26
6,1,1,130,130,0,82,Not Fraud,2023,8,14,19,51
4,0,1,120,120,0,67,Not Fraud,2023,9,2,11,16
3,1,0,150,120,0,94,Fraud,2023,9,17,2,41
0,0,0,340,340,0,52,Not Fraud,2023,10,6,18,7
1,1,2,100,100,0,88,Not Fraud,2023,10,21,9,32
2,1,2,0,0,0,63,Not Fraud,2023,11,9,0,57
5,1,0,340,340,0,91,Not Fraud,2023,11,24,16,22
6,0,1,130,100,0,55,Fraud,2023,12,13,7,47
4,1,1,120,120,0,81,Not Fraud,2023,12,28,23,12
3,0,0,150,150,0,57,Not Fraud,2023,1,15,14,38
0,1,0,340,340,0,84,Not Fraud,2023,1,30,6,3
1,0,2,100,100,0,66,Not Fraud,2023,2,18,21,28
2,1,2,0,0,0,91,Not Fraud,2023,3,6,12,53
5,0,0,340,340,0,49,Not Fraud,2023,3,21,4,18
6,1,1,130,100,0,77,Fraud,2023,4,9,19,43
4,0,1,120,100,0,59,Fraud,2023,4,25,11,9
3,1,0,150,150,0,88,Not Fraud,2023,5,14,2,34
0,0,0,340,150,0,68,Fraud,2023,5,29,17,59
1,1,2,100,100,0,93,Not Fraud,2023,6,17,9,24
2,1,2,0,0,0,72,Not Fraud,2023,7,2,0,49
5,1,0,340,120,0,90,Fraud,2023,7,21,16,14
6,0,1,130,130,0,53,Not Fraud,2023,8,5,7,40
4,1,1,120,100,0,80,Fraud,2023,8,24,23,5
3,0,0,150,150,0,67,Not Fraud,2023,9,9,14,30
0,1,0,340,340,0,96,Not Fraud,2023,9,28,5,55
1,0,2,100,80,0,45,Fraud,2023,10,13,21,20
2,1,2,0,0,0,79,Not Fraud,2023,11,1,12,45
5,0,0,340,340,0,62,Not Fraud,2023,11,16,4,11
6,1,1,130,100,0,86,Fraud,2023,12,5,19,36
4,0,1,120,120,0,50,Not Fraud,2023,12,21,11,1
3,1,0,150,150,0,75,Not Fraud,2023,1,7,2,26
0,0,0,340,340,0,70,Not Fraud,2023,1,24,17,51
1,1,2,100,100,0,93,Not Fraud,2023,2,8,9,16
2,1,2,0,0,0,58,Not Fraud,2023,2,27,0,42
5,1,0,340,150,0,84,Fraud,2023,3,16,16,7
6,0,1,130,130,0,69,Not Fraud,2023,3,31,7,32
4,1,1,120,120,0,97,Not Fraud,2023,4,19,22,57
3,0,0,150,150,0,47,Not Fraud,2023,5,5,14,22
0,1,0,340,340,0,82,Not Fraud,2023,5,24,5,47
1,0,2,100,100,0,61,Not Fraud,2023,6,8,21,13
2,1,2,0,0,0,89,Not Fraud,2023,6,28,12,38
5,0,0,340,340,0,54,Not Fraud,2023,7,13,4,3
6,1,1,130,130,0,78,Not Fraud,2023,8,1,19,28
4,0,1,120,120,0,65,Not Fraud,2023,8,16,10,53
3,1,0,150,100,0,92,Fraud,2023,9,4,2,18
0,0,0,340,100,0,51,Fraud,2023,9,19,17,44
1,1,2,100,100,0,76,Not Fraud,2023,10,8,9,9
2,1,2,0,0,1,60,Not Fraud,2023,10,23,0,34
5,1,0,300,100,1,65,Fraud,2023,11,11,16,59
6,0,1,120,120,1,70,Not Fraud,2023,11,26,8,24
4,1,1,110,110,1,75,Not Fraud,2023,12,15,23,49
3,0,0,140,140,1,78,Not Fraud,2023,12,31,15,15
0,1,0,300,300,1,63,Not Fraud,2023,1,7,6,40
1,0,2,70,70,1,67,Not Fraud,2023,1,24,22,5
2,1,2,0,0,1,72,Not Fraud,2023,2,9,13,30
5,0,0,300,70,1,58,Fraud,2023,2,28,4,55
6,1,1,120,120,1,80,Not Fraud,2023,3,15,20,20
4,0,1,110,110,1,73,Not Fraud,2023,4,4,11,46
3,1,0,140,140,1,68,Not Fraud,2023,4,19,3,11
0,0,0,300,300,1,65,Not Fraud,2023,5,8,18,36
1,1,2,70,70,1,75,Not Fraud,2023,5,23,10,1
2,1,2,0,0,1,82,Not Fraud,2023,6,11,1,26
5,1,0,300,300,1,58,Not Fraud,2023,6,26,16,51
6,0,1,120,120,1,70,Not Fraud,2023,7,15,8,17
4,1,1,110,110,1,78,Not Fraud,2023,7,30,23,42
3,0,0,140,70,1,65,Fraud,2023,8,18,15,7
0,1,0,300,300,1,70,Not Fraud,2023,9,2,6,32
1,0,2,70,70,1,62,Not Fraud,2023,9,21,21,57
2,1,2,0,0,1,80,Not Fraud,2023,10,7,13,22
5,0,0,300,300,1,55,Not Fraud,2023,10,26,4,48
6,1,1,120,120,1,68,Not Fraud,2023,11,10,20,13
4,0,1,110,110,1,72,Not Fraud,2023,11,29,11,38
3,1,0,140,90,1,75,Fraud,2023,12,14,3,3
0,0,0,300,300,1,82,Not Fraud,2023,1,2,18,28
1,1,2,70,70,1,88,Not Fraud,2023,1,18,9,53
2,1,2,0,0,1,68,Not Fraud,2023,2,6,1,19
5,1,0,300,300,1,77,Not Fraud,2023,2,21,16,44
6,0,1,120,120,1,62,Not Fraud,2023,3,11,8,9
4,1,1,110,70,1,65,Fraud,2023,3,26,23,34
3,0,0,140,140,1,74,Not Fraud,2023,4,14,15,0
0,1,0,300,60,1,79,Fraud,2023,4,29,6,25
1,0,2,70,70,1,55,Not Fraud,2023,5,18,21,51
2,1,2,0,0,1,72,Not Fraud,2023,6,3,13,16
5,0,0,300,300,1,68,Not Fraud,2023,6,22,4,41
6,1,1,120,120,1,75,Not Fraud,2023,7,7,20,6
4,0,1,110,90,1,60,Fraud,2023,7,27,11,31
3,1,0,140,140,1,68,Not Fraud,2023,8,11,2,56
0,0,0,300,300,1,72,Not Fraud,2023,8,30,18,22
1,1,2,70,70,1,78,Not Fraud,2023,9,14,9,47
2,1,2,0,0,1,63,Not Fraud,2023,10,3,1,12
5,1,0,300,300,1,70,Not Fraud,2023,10,18,16,37
6,0,1,120,120,1,65,Not Fraud,2023,11,6,8,2
4,1,1,110,110,1,80,Not Fraud,2023,11,21,23,27
3,0,0,140,140,1,72,Not Fraud,2023,12,11,14,53
0,1,0,300,300,1,68,Not Fraud,2023,12,26,6,18
1,0,2,70,70,1,75,Not Fraud,2023,1,2,21,43
2,1,2,0,0,1,58,Not Fraud,2023,1,20,13,8
5,0,0,300,300,1,65,Not Fraud,2023,2,4,4,33
6,1,1,120,110,1,70,Fraud,2023,2,23,20,58
4,0,1,110,110,1,75,Not Fraud,2023,3,11,12,24
3,1,0,140,140,1,82,Not Fraud,2023,3,26,3,49
0,0,0,300,300,1,63,Not Fraud,2023,4,14,19,14
1,1,2,70,70,1,67,Not Fraud,2023,4,29,10,39
2,1,2,0,0,1,74,Not Fraud,2023,5,18,2,4
5,1,0,300,300,1,79,Not Fraud,2023,6,2,17,29
6,0,1,120,120,1,55,Not Fraud,2023,6,21,8,55
4,1,1,110,110,1,68,Not Fraud,2023,7,6,0,20
3,0,0,140,140,1,72,Not Fraud,2023,7,25,15,45
0,1,0,300,300,1,60,Not Fraud,2023,8,9,7,10
1,0,2,70,70,1,75,Not Fraud,2023,8,28,22,35
2,1,2,0,0,1,78,Not Fraud,2023,9,13,14,0
5,0,0,300,300,1,68,Not Fraud,2023,10,2,5,26
6,1,1,120,120,1,65,Not Fraud,2023,10,17,20,51
4,0,1,110,110,1,70,Not Fraud,2023,11,6,12,16
3,1,0,140,110,1,82,Fraud,2023,11,21,3,41
0,0,0,300,90,1,77,Fraud,2023,12,10,19,6
1,1,2,70,70,1,55,Not Fraud,2023,12,26,10,31
2,1,2,0,0,1,67,Not Fraud,2023,1,1,1,57
5,1,0,300,110,1,73,Fraud,2023,1,18,17,22
6,0,1,120,120,1,68,Not Fraud,2023,2,2,8,47
4,1,1,110,70,1,75,Fraud,2023,2,21,0,12
3,0,0,140,120,1,80,Fraud,2023,3,8,15,37
0,1,0,300,300,1,63,Not Fraud,2023,3,23,7,2
1,0,2,70,70,1,72,Not Fraud,2023,4,11,22,28
2,1,2,0,0,1,58,Not Fraud,2023,4,27,13,53
5,0,0,300,300,1,68,Not Fraud,2023,5,16,5,18
6,1,1,120,120,1,70,Not Fraud,2023,5,31,20,43
4,0,1,110,110,1,75,Not Fraud,2023,6,19,12,8
3,1,0,140,140,1,65,Not Fraud,2023,7,4,3,33
0,0,0,300,300,1,62,Not Fraud,2023,7,23,19,59
1,1,2,70,70,1,77,Not Fraud,2023,8,7,11,24
2,1,2,0,0,1,80,Not Fraud,2023,8,26,2,49
5,1,0,300,300,1,68,Not Fraud,2023,9,10,18,14
6,0,1,120,90,1,72,Fraud,2023,9,29,9,39
4,1,1,110,110,1,75,Not Fraud,2023,10,14,1,4
3,0,0,140,140,1,58,Not Fraud,2023,11,2,16,30
0,1,0,300,300,1,63,Not Fraud,2023,11,17,7,55
1,0,2,70,70,1,70,Not Fraud,2023,12,6,23,20
2,1,2,0,0,1,74,Not Fraud,2023,12,22,14,45
5,0,0,300,300,1,79,Not Fraud,2023,1,8,6,10
6,1,1,120,120,1,65,Not Fraud,2023,1,25,21,35
4,0,1,110,100,1,68,Fraud,2023,2,10,13,1
3,1,0,140,140,1,82,Not Fraud,2023,2,28,4,26
0,0,0,300,300,1,60,Not Fraud,2023,3,15,19,51
1,1,2,70,70,1,72,Not Fraud,2023,3,30,11,16
2,1,2,0,0,1,75,Not Fraud,2023,4,18,2,41
5,1,0,300,300,1,68,Not Fraud,2023,5,3,18,6
6,0,1,120,120,1,70,Not Fraud,2023,5,22,9,32
4,1,1,110,110,1,55,Not Fraud,2023,6,6,0,57
3,0,0,140,140,1,60,Not Fraud,2023,6,25,16,22
0,1,0,300,300,1,65,Not Fraud,2023,7,10,7,47
1,0,2,70,70,1,70,Not Fraud,2023,7,29,23,12
2,1,2,0,0,1,75,Not Fraud,2023,8,14,14,37
5,0,0,300,300,1,78,Not Fraud,2023,9,2,6,3
6,1,1,120,120,1,63,Not Fraud,2023,9,17,21,28
4,0,1,110,110,1,67,Not Fraud,2023,10,7,12,53
3,1,0,140,140,1,72,Not Fraud,2023,10,22,4,18
0,0,0,300,300,1,58,Not Fraud,2023,11,10,19,43
1,1,2,70,0,1,80,Fraud,2023,11,26,11,8
2,1,2,0,0,1,73,Not Fraud,2023,12,15,2,34
5,1,0,300,300,1,68,Not Fraud,2023,12,30,17,59
6,0,1,120,120,1,65,Not Fraud,2023,1,6,9,24
4,1,1,110,110,1,75,Not Fraud,2023,1,23,0,49
3,0,0,140,70,1,82,Fraud,2023,2,7,16,14
0,1,0,300,120,1,58,Fraud,2023,2,26,7,39
1,0,2,70,70,1,70,Not Fraud,2023,3,13,23,5
2,1,2,0,0,1,78,Not Fraud,2023,3,29,14,30
5,0,0,300,300,1,65,Not Fraud,2023,4,17,5,55
6,1,1,120,120,1,70,Not Fraud,2023,5,2,21,20
4,0,1,110,110,1,62,Not Fraud,2023,5,22,12,45
3,1,0,140,140,1,80,Not Fraud,2023,6,6,4,10
0,0,0,300,300,1,55,Not Fraud,2023,6,25,19,36
1,1,2,70,70,1,68,Not Fraud,2023,7,11,11,1
2,1,2,0,0,1,72,Not Fraud,2023,7,31,2,26
5,1,0,300,300,1,75,Not Fraud,2023,8,15,17,51
6,0,1,120,120,1,82,Not Fraud,2023,9,3,9,16
4,1,1,110,110,1,88,Not Fraud,2023,9,18,0,41
3,0,0,140,90,1,68,Fraud,2023,10,7,16,7
0,1,0,300,300,1,77,Not Fraud,2023,10,22,7,32
1,0,2,70,70,1,62,Not Fraud,2023,11,10,22,57
2,1,2,0,0,1,65,Not Fraud,2023,11,26,14,22
5,0,0,300,300,1,74,Not Fraud,2023,12,15,5,47
6,1,1,120,120,1,79,Not Fraud,2023,12,30,21,12
4,0,1,110,110,1,55,Not Fraud,2023,1,7,12,38
3,1,0,140,140,1,72,Not Fraud,2023,1,24,4,3
0,0,0,300,300,1,68,Not Fraud,2023,2,8,19,28
1,1,2,70,70,1,75,Not Fraud,2023,2,27,10,53
2,1,2,0,0,1,60,Not Fraud,2023,3,14,2,18
5,1,0,300,300,1,68,Not Fraud,2023,3,29,17,43
6,0,1,120,70,1,72,Fraud,2023,4,17,9,9
4,1,1,110,60,1,78,Fraud,2023,5,2,0,34
3,0,0,140,140,1,63,Not Fraud,2023,5,21,15,59
0,1,0,300,300,1,70,Not Fraud,2023,6,5,7,24
1,0,2,70,70,1,65,Not Fraud,2023,6,24,22,49
2,1,2,0,0,1,80,Not Fraud,2023,7,10,14,14
5,0,0,300,300,1,72,Not Fraud,2023,7,29,5,40
6,1,1,120,120,1,68,Not Fraud,2023,8,13,21,5
4,0,1,110,70,1,75,Fraud,2023,9,1,12,30
3,1,0,140,110,1,58,Fraud,2023,9,16,3,55
0,0,0,300,300,1,65,Not Fraud,2023,10,5,19,20
1,1,2,70,70,1,70,Not Fraud,2023,10,21,10,45
2,1,2,0,0,1,75,Not Fraud,2023,11,9,2,11
5,1,0,300,300,1,82,Not Fraud,2023,11,24,17,36
6,0,1,120,120,1,63,Not Fraud,2023,12,13,9,1
4,1,1,110,110,1,67,Not Fraud,2023,12,28,0,26
3,0,0,140,140,1,74,Not Fraud,2023,1,14,15,51
0,1,0,300,300,1,79,Not Fraud,2023,1,29,7,16
1,0,2,70,70,1,55,Not Fraud,2023,2,17,22,42
2,1,2,0,0,1,68,Not Fraud,2023,3,5,14,7
5,0,0,300,90,1,72,Fraud,2023,3,20,5,32
6,1,1,120,120,1,60,Not Fraud,2023,4,8,20,57
4,0,1,110,110,1,75,Not Fraud,2023,4,24,12,22
3,1,0,140,140,1,78,Not Fraud,2023,5,13,3,47
0,0,0,300,300,1,68,Not Fraud,2023,5,28,19,13
1,1,2,70,70,1,65,Not Fraud,2023,6,16,10,38
2,1,2,0,0,1,70,Not Fraud,2023,7,1,2,3
5,1,0,300,300,1,82,Not Fraud,2023,7,20,17,28
6,0,1,120,120,1,77,Not Fraud,2023,8,4,8,53
4,1,1,110,110,1,55,Not Fraud,2023,8,23,0,18
3,0,0,140,140,1,67,Not Fraud,2023,9,8,15,44
0,1,0,300,300,1,73,Not Fraud,2023,9,27,7,9
1,0,2,70,70,1,68,Not Fraud,2023,10,12,22,34
2,1,2,0,0,1,75,Not Fraud,2023,10,31,14,59
5,0,0,300,140,1,80,Fraud,2023,11,15,6,24
6,1,1,120,120,1,63,Not Fraud,2023,12,4,21,49
4,0,1,110,110,1,72,Not Fraud,2023,12,20,13,15
3,1,0,140,140,1,58,Not Fraud,2023,1,7,4,40
0,0,0,300,300,1,68,Not Fraud,2023,1,24,20,5
1,1,2,70,70,1,70,Not Fraud,2023,2,8,11,30
2,1,2,0,0,1,75,Not Fraud,2023,2,27,3,55
5,1,0,300,300,1,65,Not Fraud,2023,3,16,19,20
6,0,1,120,90,1,62,Fraud,2023,3,31,10,46
4,1,1,110,110,1,77,Not Fraud,2023,4,19,2,11
3,0,0,140,140,1,80,Not Fraud,2023,5,4,17,36
